Year,Month,Day,Country,State,City,Latitude,Longitude,Specificity,Success,Attack,Target,Terrorist,Weapon,Killed,Wound,Property,Property Value,Ransom,Ransom Demand
2012,11,7,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Military,People's Revolutionary Party of Kangleipak (PREPAK),Explosives,0,5,0,,,
2012,11,7,India,Manipur,Thoubal district,24.589906,94.008256,3,1,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2012,11,7,India,Manipur,Wangbal,24.614177,94.028231,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,11,8,India,Jharkhand,Latehar district,23.755579,84.354205,3,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2012,11,8,India,Chhattisgarh,Faraspal,18.939291,81.267797,1,0,Assassination,Private Citizens & Property,Maoists,Explosives,0,4,1,-99,,
2012,11,9,India,Meghalaya,Williamnagar,25.508549,90.619114,1,1,Armed Assault,Police,Garo National Liberation Army,Firearms,0,0,1,-99,,
2012,11,9,India,Meghalaya,Williamnagar,25.508549,90.619114,1,0,Bombing/Explosion,Police,Garo National Liberation Army,Explosives,0,0,0,,,
2012,11,9,India,Jharkhand,Giridih,24.179793,86.306772,1,1,Bombing/Explosion,Police,Maoists,Explosives,4,6,0,,,
2012,11,10,India,Meghalaya,Nongalbibra,25.456872,90.703405,1,1,Armed Assault,Police,Garo National Liberation Army,Firearms,3,5,0,,,
2012,11,11,India,Odisha,Paradip,20.316069,86.613623,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,1,-99,,
2012,11,11,India,Maharashtra,Etapalli,19.598623,80.226578,1,1,Armed Assault,Police,Maoists,Firearms,0,3,0,,,
2012,11,12,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Educational Institution,People's Revolutionary Party of Kangleipak (PREPAK),Explosives,1,1,0,,,
2012,11,12,India,Manipur,Lilong,24.707001,93.93026,1,0,Bombing/Explosion,Utilities,Unknown,Explosives,0,0,0,,,
2012,11,13,India,Bihar,Jhara,25.836554,86.397848,1,1,Armed Assault,Police,Unknown,Explosives,0,0,0,,,
2012,11,14,India,Chhattisgarh,Palnar,18.724824,81.407688,1,1,Facility/Infrastructure Attack,Educational Institution,Maoists,Incendiary,0,0,1,-99,,
2012,11,15,India,Jammu and Kashmir,Nehru Park,34.09074,74.846053,1,1,Armed Assault,Business,Hizbul Mujahideen (HM),Firearms,1,4,0,,,
2012,11,16,India,Manipur,Thoubal,24.65233,93.990834,1,1,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,0,,,
2012,11,16,India,Odisha,Kotagad,19.839749,83.72547,1,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2012,11,16,India,Tamil Nadu,Madurai,9.925201,78.119775,1,1,Armed Assault,Government (General),Unknown,Incendiary,0,0,1,-99,,
2012,11,17,India,Jammu and Kashmir,Bala,32.70373,74.855659,2,1,Bombing/Explosion,Business,Unknown,Explosives,1,5,0,,,
2012,11,17,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Business,Unknown,Explosives,0,3,0,,,
2012,11,18,India,Chhattisgarh,Malnar,19.423413,81.532538,1,1,Armed Assault,Military,Maoists,Firearms,1,0,0,,,
2012,11,19,India,Odisha,Sesaput,18.352486,81.953482,2,1,Armed Assault,Private Citizens & Property,Maoists,Firearms,1,0,0,,,
2012,11,20,India,Jammu and Kashmir,Baramulla,34.205605,74.353867,1,1,Armed Assault,Government (General),Unknown,Firearms,1,0,0,,,
2012,11,20,India,Maharashtra,Tekda Motla,20.492954,80.540807,1,1,Armed Assault,Government (General),Maoists,Firearms,1,0,0,,,
2012,11,21,India,Assam,Golaghat district,26.575482,93.893271,3,1,Hostage Taking (Kidnapping),Educational Institution,Adivasi National Liberation Army (ANLA),Firearms,,,0,,0,
2012,11,21,India,Assam,Impui,25.169277,93.213627,1,1,Bombing/Explosion,Military,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Explosives,1,6,0,,,
2012,11,22,India,Manipur,Khongjom,24.556679,94.031248,1,0,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2012,11,22,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Military,Unknown,Explosives,0,1,0,,,
2012,11,23,India,Odisha,Dasmantpur,19.044766,82.919769,1,1,Armed Assault,Private Citizens & Property,Maoists,Firearms,1,0,0,,,
2012,11,23,India,Manipur,Khonthoujam,24.765277,93.849116,1,1,Bombing/Explosion,Military,United National Liberation Front (UNLF),Explosives,0,2,0,,,
2012,11,23,India,Manipur,Unknown,24.663717,93.906269,4,1,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,11,24,India,Assam,Haflong,25.163535,93.01364,1,1,Armed Assault,Police,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms,1,0,0,,,
2012,11,24,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,0,,,
2012,11,24,India,Manipur,Sugnu,24.293794,93.877609,1,1,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,11,25,India,Meghalaya,Rongrenggiri,25.541805,90.578986,1,0,Armed Assault,Government (General),Unknown,Firearms,0,0,0,,,
2012,11,26,India,Jharkhand,Usuruia,22.210076,85.247011,1,1,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms,0,0,1,-99,,
2012,11,26,India,Manipur,Pukhri Mapal,24.663832,93.900495,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,1,-99,,
2012,11,25,India,Mizoram,Rajiv Nagar,23.693459,92.405398,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,National Liberation Front of Tripura (NLFT),Unknown,,,0,,0,
2012,11,27,India,Maharashtra,Bhamragarh,19.414501,80.590422,1,0,Armed Assault,Police,Maoists,Firearms,0,0,0,,,
2012,11,27,India,Manipur,Chairen,24.798346,93.94043,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,1,0,,,
2012,11,28,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Armed Assault,Police,Jamiat ul-Mujahedin (JuM),Firearms,1,0,0,,,
2012,11,28,India,Jammu and Kashmir,Bijbehara,33.789497,75.103386,1,1,Bombing/Explosion,Police,Unknown,Explosives,0,3,0,,,
2012,11,27,India,Jammu and Kashmir,Tral,33.931011,75.114212,1,0,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2012,11,29,India,Jharkhand,Jemini,24.405289,87.301613,2,1,Facility/Infrastructure Attack,Business,Maoists,Incendiary,0,0,1,-99,,
2012,12,1,India,Meghalaya,Ringreygittim,25.571117,90.222955,2,1,Bombing/Explosion,Government (General),Garo National Liberation Army,Explosives,0,0,1,-99,,
2012,12,4,India,Maharashtra,Gadchiroli,20.181843,80.006844,1,0,Armed Assault,Police,Maoists,Firearms,1,0,0,,,
2012,12,5,India,Maharashtra,Bhamragad,19.414814,80.589669,1,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2012,12,7,India,Jammu and Kashmir,Qazigund,33.623547,75.145328,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,12,7,India,Chhattisgarh,Kanker,20.271944,81.493056,1,1,Armed Assault,Private Citizens & Property,Maoists,Melee,0,1,0,,,
2012,12,7,India,Chhattisgarh,Bijapur,18.8,80.8167,1,1,Assassination,Terrorists/Non-State Militia,Maoists,Firearms,2,0,1,-99,,
2012,12,8,India,Chhattisgarh,Bijapur district,18.8,80.8167,3,1,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Maoists,Firearms,,,0,,0,
2012,12,9,India,Manipur,Senapati,25.273914,94.020763,1,1,Bombing/Explosion,Military,Unknown,Explosives,0,2,1,-99,,
2012,12,11,India,Jammu and Kashmir,Pulwama,33.874027,74.901505,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,0,,,
2012,12,13,India,Madhya Pradesh,Morena,26.50134,77.993376,1,0,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,0,,,
2012,12,16,India,Jharkhand,Goilkera,22.50757,85.376916,1,1,Facility/Infrastructure Attack,Business,Maoists,Firearms,0,0,1,-99,,
2012,12,17,India,Tripura,Korbok,23.399772,91.752547,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,National Liberation Front of Tripura (NLFT),Firearms,0,0,0,,1,-99
2012,12,18,India,Bihar,Kothilwa,24.528349,84.590579,1,1,Bombing/Explosion,Military,Maoists,Explosives,0,2,0,,,
2012,12,18,India,Assam,Hailabandi district,24.585433,92.589132,3,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2012,12,19,India,Manipur,Imphal East district,24.780654,93.967437,3,1,Bombing/Explosion,Police,Unknown,Explosives,0,1,1,-99,,
2012,12,19,India,Manipur,Imphal West district,24.817544,93.916458,3,1,Bombing/Explosion,Government (General),Unknown,Explosives,1,2,-9,,,
2012,12,21,India,Jharkhand,Gumia,23.801324,85.838262,1,0,Bombing/Explosion,Police,Unknown,Explosives,0,0,0,,,
2012,12,22,India,Maharashtra,Dhanora,20.271644,80.309482,1,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2012,12,26,India,Jharkhand,Garhwa,24.108456,83.677393,1,1,Armed Assault,Business,Maoists,Firearms,0,0,1,-99,,
2012,12,27,India,Jharkhand,Chandil,22.952885,86.059532,1,1,Armed Assault,Police,Maoists,Firearms,0,0,1,-99,,
2012,12,27,India,Odisha,Kalyansinghpur,19.508955,83.308104,1,1,Bombing/Explosion,Police,Maoists,Explosives,0,1,0,,,
2012,12,28,India,Manipur,Kongkan,24.809954,94.529357,1,1,Armed Assault,Private Citizens & Property,United National Liberation Front (UNLF),Firearms,2,0,0,,,
2012,12,31,India,Bihar,Kasthiniya,24.72438,84.859543,2,1,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms,1,0,0,,0,
2013,1,1,India,Rajasthan,Unknown,26.95635,70.800476,4,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,2,0,0,,,
2013,1,4,India,Assam,Tinsukia district,27.491929,95.347833,3,0,Bombing/Explosion,Business,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2013,1,6,India,Manipur,Unknown,24.235695,94.067459,4,1,Bombing/Explosion,Military,Unknown,Explosives,1,0,0,,,
2013,1,6,India,Chhattisgarh,Dabnahi,20.633748,82.060976,2,1,Bombing/Explosion,Police,Maoists,Explosives,0,3,0,,,
2013,1,6,India,Chhattisgarh,Dabnahi,20.633427,82.060804,2,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2013,1,6,India,Jharkhand,Latehar district,23.744186,84.504429,3,1,Armed Assault,Police,Maoists,Melee,1,0,0,,,
2013,1,7,India,Jharkhand,Amuatikar,23.730198,84.296522,1,1,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms,15,14,0,,,
2013,1,8,India,Jharkhand,Amuatikar,23.730198,84.296522,1,1,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives,1,2,0,,,
2013,1,8,India,Maharashtra,Menda,20.244804,80.282929,1,1,Bombing/Explosion,Police,Unknown,Explosives,0,0,0,,,
2013,1,8,India,Andhra Pradesh,Parnashala,17.927194,80.905927,1,1,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms,1,0,0,,,
2013,1,9,India,Assam,Kharjan,26.465236,94.056752,1,1,Bombing/Explosion,Private Citizens & Property,United National Liberation Front (UNLF),Explosives,3,2,1,-99,,
2013,1,9,India,Jammu and Kashmir,Rajouri,33.371323,74.314514,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2013,1,10,India,Assam,Ledo,27.295647,95.736383,2,1,Hostage Taking (Kidnapping),Business,National Socialist Council of Nagaland-Khaplang (NSCN-K),Firearms,0,0,0,,0,
2013,1,10,India,West Bengal,Begundihi,24.224424,88.247252,2,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,2,3,0,,,
2013,1,11,India,Jammu and Kashmir,Goripora,34.358352,74.433482,1,1,Assassination,Government (General),Hizbul Mujahideen (HM),Firearms,1,0,0,,,
2013,1,12,India,Jammu and Kashmir,Hardshiva,34.374612,74.449661,1,0,Assassination,Government (General),Unknown,Firearms,0,1,0,,,
2013,1,12,India,Andhra Pradesh,Hyderabad,17.365721,78.461377,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2013,1,12,India,Jharkhand,Unknown,24.151766,84.858978,4,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2013,1,12,India,Jharkhand,Satbarwa,23.926562,84.256204,1,0,Armed Assault,Police,Maoists,Firearms,0,0,0,,,
2013,1,13,India,Maharashtra,Menda,20.244683,80.282758,1,1,Facility/Infrastructure Attack,Business,Maoists,Incendiary,0,0,1,-99,,
2013,1,14,India,Manipur,Moreh,24.253988,94.294342,1,1,Bombing/Explosion,Government (General),People's Revolutionary Party of Kangleipak (PREPAK),Explosives,0,0,1,-99,,
2013,1,18,India,Chhattisgarh,Timilwada,18.394275,81.662636,2,1,Armed Assault,Police,Maoists,Firearms,1,1,0,,,
2013,1,18,India,Chhattisgarh,Unknown,18.900196,81.349797,4,1,Armed Assault,Military,Maoists,Firearms,0,1,1,-99,,
2013,1,18,India,Nagaland,Dimapur,25.906174,93.726372,1,1,Bombing/Explosion,Business,Unknown,Explosives,0,2,1,-99,,
2013,1,20,India,Jharkhand,Jamnijara,23.943821,85.790076,1,1,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives,0,11,0,,,
2013,1,21,India,Assam,Namtola,27.026738,95.022506,1,1,Bombing/Explosion,Police,United Liberation Front of Assam (ULFA),Explosives,0,1,1,-99,,
2013,1,21,India,Chhattisgarh,Darbha,18.860321,81.867528,1,1,Armed Assault,Police,Maoists,Firearms,0,1,1,-99,,
2013,1,22,India,Uttar Pradesh,Kanpur,26.450441,80.333376,1,1,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,0,,,
2013,1,23,India,Assam,Kakopathar,27.62183,95.765995,1,0,Bombing/Explosion,Police,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2013,1,24,India,Assam,Sadar,24.870116,92.349926,2,0,Bombing/Explosion,Police,Unknown,Explosives,0,0,0,,,
2013,1,24,India,Assam,Mangaldai,26.433529,92.030881,1,0,Bombing/Explosion,Police,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2013,1,24,India,Assam,Koilamati,26.357869,93.777377,1,1,Armed Assault,Police,Karbi People's Liberation Tigers (KPLT),Firearms,1,1,0,,,
2013,1,24,India,Assam,Goreswar,26.537514,91.731912,1,0,Bombing/Explosion,Unknown,National Democratic Front of Bodoland (NDFB),Explosives,0,0,0,,,
2013,1,24,India,Manipur,Langjing,24.768148,93.893488,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2013,1,24,India,Odisha,Kalimela,17.837685,81.429027,1,0,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2013,1,25,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Military,Coordination Committee (CORCOM),Explosives,0,0,1,-99,,
2013,1,25,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Transportation,Coordination Committee (CORCOM),Explosives,0,0,0,,,
2013,1,25,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Educational Institution,Coordination Committee (CORCOM),Explosives,0,0,0,,,
2013,1,25,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Business,Coordination Committee (CORCOM),Explosives,0,0,0,,,
2013,1,25,India,Jharkhand,Manhe Mahugaon,23.420959,84.577897,1,1,Facility/Infrastructure Attack,Government (General),Maoists,Incendiary,0,0,1,102000,,
2013,1,25,India,Assam,Sivasagar,26.979991,94.630001,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2013,1,26,India,Bihar,Badildih,24.773331,86.068756,2,1,Hostage Taking (Kidnapping),Business,Maoists,Firearms,0,0,0,,0,
2013,1,26,India,Assam,Jaleshwar,26.046167,90.201657,1,1,Bombing/Explosion,Government (General),United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2013,1,26,India,Assam,Gaurnagar,26.048565,90.200732,2,1,Bombing/Explosion,Unknown,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2013,1,26,India,Assam,Jaleshwar,26.046167,90.201657,1,1,Bombing/Explosion,Educational Institution,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2013,1,26,India,Assam,Moriakichi,26.052473,90.558615,2,1,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2013,1,26,India,Assam,Goalpara district,26.169455,90.619576,3,1,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2013,1,26,India,Assam,Goalpara district,26.072512,90.588679,3,1,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2013,1,26,India,Assam,Airkata,25.955265,90.101326,1,1,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2013,1,26,India,Assam,Chirakhuti,26.035371,90.148237,1,1,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2013,1,26,India,Assam,Medartari,26.097699,89.972452,2,1,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2013,1,27,India,Manipur,Khonghampat,24.887643,93.899882,1,0,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,0,,,
2013,1,26,India,Manipur,Wangbal,24.609176,94.049135,1,1,Bombing/Explosion,Police,Coordination Committee (CORCOM),Explosives,0,0,1,-99,,
2013,1,28,India,Assam,West Mamoroni,27.448508,95.522338,2,1,Bombing/Explosion,Utilities,United Liberation Front of Assam (ULFA),Explosives,0,0,1,-99,,
2013,1,29,India,Odisha,Badapada,18.472689,82.31917,1,1,Assassination,Government (General),Maoists,Firearms,1,0,0,,,
2013,1,31,India,Haryana,Narnaund,29.219602,76.144153,1,1,Armed Assault,Journalists & Media,Unknown,Firearms,0,1,0,,,
2013,2,1,India,Meghalaya,Dainadubi,25.907054,90.772892,1,0,Bombing/Explosion,Government (General),Garo National Liberation Army,Explosives,0,0,0,,,
2013,2,2,India,West Bengal,Lalgarh,22.585272,87.049698,1,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2013,2,2,India,Meghalaya,Williamnagar,25.49546,90.61682,1,1,Armed Assault,Police,Garo National Liberation Army,Firearms,2,0,0,,,
2013,2,3,India,Assam,Kokrajhar district,26.516613,90.136788,3,1,Bombing/Explosion,Transportation,Adivasi People's Army (APA),Explosives,0,0,1,-99,,
2013,2,3,India,Maharashtra,Goh,19.876165,75.343314,2,1,Armed Assault,Business,Maoists,Firearms,1,0,0,,,
2013,2,5,India,Chhattisgarh,Dantewada district,18.9,81.35,3,1,Facility/Infrastructure Attack,Business,Maoists,Incendiary,0,0,1,-99,,
2013,2,5,India,Jharkhand,Bhendatungri,23.755579,84.354205,2,1,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms,0,0,1,-99,,
2013,2,6,India,Manipur,Unknown,24.663717,93.906269,4,0,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2013,2,8,India,Orissa,Patpani,20.736369,82.496925,1,1,Armed Assault,Educational Institution,Maoists,Firearms,1,0,0,,,
2013,2,9,India,Meghalaya,Chigitchakgre,25.323197,90.178907,1,0,Armed Assault,Police,Garo National Liberation Army,Firearms,0,0,0,,,
2013,2,10,India,Uttar Pradesh,Chunar,25.104857,82.867763,1,0,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,0,,,
2013,2,10,India,Assam,Goalpara district,26.072512,90.588679,3,1,Facility/Infrastructure Attack,Educational Institution,Unknown,Incendiary,0,0,1,-99,,
2013,2,10,India,Assam,Goalpara district,26.072512,90.588679,3,1,Facility/Infrastructure Attack,Educational Institution,Unknown,Incendiary,0,0,1,-99,,
2013,2,10,India,Assam,Goalpara district,26.072512,90.588679,3,1,Facility/Infrastructure Attack,Educational Institution,Unknown,Incendiary,0,0,1,-99,,
2013,2,10,India,Assam,Goalpara district,26.072512,90.588679,3,1,Facility/Infrastructure Attack,Educational Institution,Unknown,Incendiary,0,0,1,-99,,
2013,2,10,India,Assam,Goalpara district,26.072512,90.588679,3,1,Facility/Infrastructure Attack,Educational Institution,Unknown,Incendiary,0,0,1,-99,,
2013,2,10,India,Bihar,Punadih,25.540785,85.268411,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms,0,0,0,,0,
2013,2,11,India,Maharashtra,Sirpur,21.079676,80.438215,1,0,Armed Assault,Police,Maoists,Firearms,0,2,0,,,
2013,2,11,India,Meghalaya,Rongkhon,25.547282,90.231911,1,0,Bombing/Explosion,Private Citizens & Property,Garo National Liberation Army,Explosives,0,0,0,,,
2013,2,12,India,Manipur,Andro,24.777252,94.06322,1,0,Bombing/Explosion,Police,Unknown,Explosives,0,0,0,,,
2013,2,13,India,Orissa,Barkot,20.542442,82.554606,1,0,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives,0,0,0,,,
2013,2,14,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Bombing/Explosion,Police,Unknown,Explosives,0,0,1,-99,,
2013,2,14,India,Chhattisgarh,Bijapur district,18.750058,80.683333,3,1,Armed Assault,Police,Maoists,Firearms,2,1,0,,,
2013,2,14,India,Orissa,Barkot,20.542442,82.554606,1,0,Bombing/Explosion,Government (General),Maoists,Explosives,0,0,0,,,
2013,2,15,India,Meghalaya,Williamnagar,25.49546,90.61682,1,1,Armed Assault,Business,Garo National Liberation Army,Firearms,0,0,-9,,,
2013,2,15,India,Manipur,Imphal West district,24.782784,93.885895,3,1,Bombing/Explosion,Military,People's Liberation Army (India),Explosives,0,1,0,,,
2013,2,16,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Business,Unknown,Explosives,0,0,1,-99,,
2013,2,16,India,Assam,Golaghat district,26.57701,93.171649,3,1,Armed Assault,Private Citizens & Property,Karbi People's Liberation Tigers (KPLT),Explosives,0,2,1,-99,,
2013,2,15,India,Assam,Betagaon,26.635315,91.687549,1,1,Hostage Taking (Kidnapping),Business,National Democratic Front of Bodoland (NDFB),Firearms,0,0,0,,-9,
